biogrid_id,entrez_a,entrez_b,gene_a,gene_b,in_glycolysis_a,in_glycolysis_b,interaction_pair
2626359,2023,84908,ENO1,FAM136A,1,0,2023 :: 84908
2626396,51060,5315,TXNDC12,PKM,0,1,51060 :: 5315
2626413,488,3098,ATP2A2,HK1,0,1,3098 :: 488
2626499,3098,5378,HK1,PMS1,1,0,3098 :: 5378
2626511,5315,7879,PKM,RAB7A,1,0,5315 :: 7879
2626562,5033,3098,P4HA1,HK1,0,1,3098 :: 5033
2626568,5315,38,PKM,ACAT1,1,0,38 :: 5315
2626589,2771,3098,GNAI2,HK1,0,1,2771 :: 3098
2626741,3098,7415,HK1,VCP,1,0,3098 :: 7415
2626751,3098,444,HK1,ASPH,1,0,3098 :: 444
2626773,2023,25824,ENO1,PRDX5,1,0,2023 :: 25824
2626809,2023,30,ENO1,ACAA1,1,0,2023 :: 30
2626886,3098,7385,HK1,UQCRC2,1,0,3098 :: 7385
2626975,7167,84681,TPI1,HINT2,1,0,7167 :: 84681
2626976,5315,388753,PKM,COA6,1,0,388753 :: 5315
2626978,2170,5315,FABP3,PKM,0,1,2170 :: 5315
2626988,1371,7167,CPOX,TPI1,0,1,1371 :: 7167
2627036,7167,29937,TPI1,NENF,1,0,29937 :: 7167
2627047,5315,50808,PKM,AK3,1,0,50808 :: 5315
2627203,5315,374882,PKM,TMEM205,1,0,374882 :: 5315
2627221,6648,5315,SOD2,PKM,0,1,5315 :: 6648
2627329,10269,3098,ZMPSTE24,HK1,0,1,10269 :: 3098
2627330,3098,51014,HK1,TMED7,1,0,3098 :: 51014
2627497,5315,373156,PKM,GSTK1,1,0,373156 :: 5315
2627514,3098,4060,HK1,LUM,1,0,3098 :: 4060
2627525,5315,204,PKM,AK2,1,0,204 :: 5315
2627557,23474,7167,ETHE1,TPI1,0,1,23474 :: 7167
2627618,3383,5315,ICAM1,PKM,0,1,3383 :: 5315
2627690,1537,3098,CYC1,HK1,0,1,1537 :: 3098
2627716,226,10105,ALDOA,PPIF,1,0,10105 :: 226
2627799,100,2821,ADA,GPI,0,1,100 :: 2821
2627882,226,301,ALDOA,ANXA1,1,0,226 :: 301
2627884,226,3033,ALDOA,HADH,1,0,226 :: 3033
2627885,230,1429,ALDOC,CRYZ,1,0,1429 :: 230
2627886,230,2108,ALDOC,ETFA,1,0,2108 :: 230
2627918,308,7167,ANXA5,TPI1,0,1,308 :: 7167
2627937,372,7167,ARCN1,TPI1,0,1,372 :: 7167
2628129,9973,7167,CCS,TPI1,0,1,7167 :: 9973
2628148,1192,2023,CLIC1,ENO1,0,1,1192 :: 2023
2628152,1192,2821,CLIC1,GPI,0,1,1192 :: 2821
2628166,1192,7167,CLIC1,TPI1,0,1,1192 :: 7167
2628387,8804,7167,CREG1,TPI1,0,1,7167 :: 8804
2628393,1431,2026,CS,ENO2,0,1,1431 :: 2026
2628498,23564,2023,DDAH2,ENO1,0,1,2023 :: 23564
2628560,2023,50,ENO1,ACO2,1,0,2023 :: 50
2628561,2023,372,ENO1,ARCN1,1,0,2023 :: 372
2628562,2023,84886,ENO1,C1orf198,1,0,2023 :: 84886
2628563,2023,25932,ENO1,CLIC4,1,0,2023 :: 25932
2628564,2023,2237,ENO1,FEN1,1,0,2023 :: 2237
2628565,2023,2653,ENO1,GCSH,1,0,2023 :: 2653
2628566,2023,51218,ENO1,GLRX5,1,0,2023 :: 51218
2628567,2023,9380,ENO1,GRHPR,1,0,2023 :: 9380
2628568,2023,2950,ENO1,GSTP1,1,0,2023 :: 2950
2628570,2023,84681,ENO1,HINT2,1,0,2023 :: 84681
2628571,2023,3190,ENO1,HNRNPK,1,0,2023 :: 3190
2628572,2023,3320,ENO1,HSP90AA1,1,0,2023 :: 3320
2628573,2023,3418,ENO1,IDH2,1,0,2023 :: 3418
2628574,2023,51110,ENO1,LACTB2,1,0,2023 :: 51110
2628575,2023,3958,ENO1,LGALS3,1,0,2023 :: 3958
2628576,2023,4357,ENO1,MPST,1,0,2023 :: 4357
2628577,2023,29937,ENO1,NENF,1,0,2023 :: 29937
2628578,2023,4843,ENO1,NOS2,1,0,2023 :: 4843
2628580,2023,54704,ENO1,PDP1,1,0,2023 :: 54704
2628581,2023,27068,ENO1,PPA2,1,0,2023 :: 27068
2628582,2023,9588,ENO1,PRDX6,1,0,2023 :: 9588
2628583,2023,26056,ENO1,RAB11FIP5,1,0,2023 :: 26056
2628586,2023,7345,ENO1,UCHL1,1,0,2023 :: 7345
2628587,2023,7529,ENO1,YWHAB,1,0,2023 :: 7529
2628589,2026,51166,ENO2,AADAT,1,0,2026 :: 51166
2628590,2026,51,ENO2,ACOX1,1,0,2026 :: 51
2628591,2026,131474,ENO2,CHCHD4,1,0,131474 :: 2026
2628592,2026,1892,ENO2,ECHS1,1,0,1892 :: 2026
2628593,2026,2805,ENO2,GOT1,1,0,2026 :: 2805
2628595,2026,5019,ENO2,OXCT1,1,0,2026 :: 5019
2628596,2026,10131,ENO2,TRAP1,1,0,10131 :: 2026
2628597,2026,10587,ENO2,TXNRD2,1,0,10587 :: 2026
2628757,8833,7167,GMPS,TPI1,0,1,7167 :: 8833
2628773,2806,2023,GOT2,ENO1,0,1,2023 :: 2806
2628781,2821,372,GPI,ARCN1,1,0,2821 :: 372
2628782,2821,51727,GPI,CMPK1,1,0,2821 :: 51727
2628783,2821,2230,GPI,FDX1,1,0,2230 :: 2821
2628785,2821,2237,GPI,FEN1,1,0,2237 :: 2821
2628786,2821,2653,GPI,GCSH,1,0,2653 :: 2821
2628787,2821,51031,GPI,GLOD4,1,0,2821 :: 51031
2628809,2936,2026,GSR,ENO2,0,1,2026 :: 2936
2628844,2950,7167,GSTP1,TPI1,0,1,2950 :: 7167
2628925,3098,6389,HK1,SDHA,1,0,3098 :: 6389
2628926,3098,6390,HK1,SDHB,1,0,3098 :: 6390
2628927,3098,6472,HK1,SHMT2,1,0,3098 :: 6472
2628928,3098,55333,HK1,SYNJ2BP,1,0,3098 :: 55333
2628929,3098,7296,HK1,TXNRD1,1,0,3098 :: 7296
2629026,3417,2026,IDH1,ENO2,0,1,2026 :: 3417
2629045,3418,7167,IDH2,TPI1,0,1,3418 :: 7167
2629193,4259,5518,MGST3,PPP2R1A,0,1,4259 :: 5518
2629385,4706,2023,NDUFAB1,ENO1,0,1,2023 :: 4706
2629388,4706,2821,NDUFAB1,GPI,0,1,2821 :: 4706
2629703,4942,2026,OAT,ENO2,0,1,2026 :: 4942
2629889,25796,2821,PGLS,GPI,0,1,25796 :: 2821
2629937,5315,4191,PKM,MDH2,1,0,4191 :: 5315
2629959,9512,7167,PMPCB,TPI1,0,1,7167 :: 9512
2629976,5518,5832,PPP2R1A,ALDH18A1,1,0,5518 :: 5832
2629977,5518,80331,PPP2R1A,DNAJC5,1,0,5518 :: 80331
2629978,5518,60681,PPP2R1A,FKBP10,1,0,5518 :: 60681
2630081,8604,3098,SLC25A12,HK1,0,1,3098 :: 8604
2630107,6647,2821,SOD1,GPI,0,1,2821 :: 6647
2630180,6902,2023,TBCA,ENO1,0,1,2023 :: 6902
2630200,7018,2026,TF,ENO2,0,1,2026 :: 7018
2630268,7167,50,TPI1,ACO2,1,0,50 :: 7167
2630269,7167,25932,TPI1,CLIC4,1,0,25932 :: 7167
2630270,7167,9380,TPI1,GRHPR,1,0,7167 :: 9380
2630271,7167,9446,TPI1,GSTO1,1,0,7167 :: 9446
2630274,7167,9562,TPI1,MINPP1,1,0,7167 :: 9562
2630277,7167,23203,TPI1,PMPCA,1,0,23203 :: 7167
2630278,7167,5464,TPI1,PPA1,1,0,5464 :: 7167
2630279,7167,8801,TPI1,SUCLG2,1,0,7167 :: 8801
2630280,7167,7534,TPI1,YWHAZ,1,0,7167 :: 7534
2630320,51060,2023,TXNDC12,ENO1,0,1,2023 :: 51060
2630354,9352,7167,TXNL1,TPI1,0,1,7167 :: 9352
2630615,3098,1717,HK1,DHCR7,1,0,1717 :: 3098
2630616,3098,950,HK1,SCARB2,1,0,3098 :: 950
2630873,9948,3098,WDR1,HK1,0,1,3098 :: 9948
2632815,10213,5315,PSMD14,PKM,0,1,10213 :: 5315
2632833,10213,5208,PSMD14,PFKFB2,0,1,10213 :: 5208
2632993,10213,2023,PSMD14,ENO1,0,1,10213 :: 2023
2633354,1859,5214,DYRK1A,PFKP,0,1,1859 :: 5214
2633529,328,2027,APEX1,ENO3,0,1,2027 :: 328
2633655,328,3098,APEX1,HK1,0,1,3098 :: 328
2633918,328,226,APEX1,ALDOA,0,1,226 :: 328
2634460,54765,5315,TRIM44,PKM,0,1,5315 :: 54765
2634463,54765,2023,TRIM44,ENO1,0,1,2023 :: 54765
2634555,5515,673,PPP2CA,BRAF,1,0,5515 :: 673
2635577,55601,5211,DDX60,PFKL,0,1,5211 :: 55601
2635682,3660,2023,IRF2,ENO1,0,1,2023 :: 3660
2636145,79370,5211,BCL2L14,PFKL,0,1,5211 :: 79370
2636146,79370,5213,BCL2L14,PFKM,0,1,5213 :: 79370
2636147,79370,5214,BCL2L14,PFKP,0,1,5214 :: 79370
2636149,79370,5518,BCL2L14,PPP2R1A,0,1,5518 :: 79370
2636228,3665,3099,IRF7,HK2,0,1,3099 :: 3665
2636512,5031,5519,P2RY6,PPP2R1B,0,1,5031 :: 5519
2636820,5209,9529,PFKFB3,BAG5,1,0,5209 :: 9529
2636821,5209,7266,PFKFB3,DNAJC7,1,0,5209 :: 7266
2636992,51296,226,SLC15A3,ALDOA,0,1,226 :: 51296
2637081,51296,3098,SLC15A3,HK1,0,1,3098 :: 51296
2637082,51296,3099,SLC15A3,HK2,0,1,3099 :: 51296
2637501,81622,3098,UNC93B1,HK1,0,1,3098 :: 81622
2637971,64127,5518,NOD2,PPP2R1A,0,1,5518 :: 64127
2639369,8451,2597,CUL4A,GAPDH,0,1,2597 :: 8451
2639381,8451,5516,CUL4A,PPP2CB,0,1,5516 :: 8451
2642956,1848,5213,DUSP6,PFKM,0,1,1848 :: 5213
2642957,1033,5214,CDKN3,PFKP,0,1,1033 :: 5214
2642958,1848,5214,DUSP6,PFKP,0,1,1848 :: 5214
2643026,11221,5515,DUSP10,PPP2CA,0,1,11221 :: 5515
2643030,5778,5515,PTPN7,PPP2CA,0,1,5515 :: 5778
2643031,995,5518,CDC25C,PPP2R1A,0,1,5518 :: 995
2643032,9829,5518,DNAJC6,PPP2R1A,0,1,5518 :: 9829
2643033,11221,5518,DUSP10,PPP2R1A,0,1,11221 :: 5518
2643036,64419,5518,MTMR14,PPP2R1A,0,1,5518 :: 64419
2643038,25930,5518,PTPN23,PPP2R1A,0,1,25930 :: 5518
2643039,5778,5518,PTPN7,PPP2R1A,0,1,5518 :: 5778
2643957,81533,2597,ITFG1,GAPDH,0,1,2597 :: 81533
2644021,81533,5518,ITFG1,PPP2R1A,0,1,5518 :: 81533
2644438,8148,2023,TAF15,ENO1,0,1,2023 :: 8148
2644771,81533,5515,ITFG1,PPP2CA,0,1,5515 :: 81533
2644992,2932,5515,GSK3B,PPP2CA,0,1,2932 :: 5515
2644994,2932,2023,GSK3B,ENO1,0,1,2023 :: 2932
2645008,2932,2821,GSK3B,GPI,0,1,2821 :: 2932
2645127,2932,3098,GSK3B,HK1,0,1,2932 :: 3098
2645145,2932,5315,GSK3B,PKM,0,1,2932 :: 5315
2645253,1540,2023,CYLD,ENO1,0,1,1540 :: 2023
2645258,1540,230,CYLD,ALDOC,0,1,1540 :: 230
2650327,6418,5515,SET,PPP2CA,0,1,5515 :: 6418
2650637,368,5516,ABCC6,PPP2CB,0,1,368 :: 5516
2651295,10524,5214,KAT5,PFKP,0,1,10524 :: 5214
2651297,5214,5295,PFKP,PIK3R1,1,0,5214 :: 5295
2651300,2549,5214,GAB1,PFKP,0,1,2549 :: 5214
2652774,4082,5515,MARCKS,PPP2CA,0,1,4082 :: 5515
2653026,330,3098,BIRC3,HK1,0,1,3098 :: 330
2653430,330,5518,BIRC3,PPP2R1A,0,1,330 :: 5518
2653552,330,7167,BIRC3,TPI1,0,1,330 :: 7167
2653586,330,5223,BIRC3,PGAM1,0,1,330 :: 5223
2653665,330,2821,BIRC3,GPI,0,1,2821 :: 330
2653698,330,5211,BIRC3,PFKL,0,1,330 :: 5211
2653709,330,5515,BIRC3,PPP2CA,0,1,330 :: 5515
2653730,330,5315,BIRC3,PKM,0,1,330 :: 5315
2653746,330,2023,BIRC3,ENO1,0,1,2023 :: 330
2653783,330,230,BIRC3,ALDOC,0,1,230 :: 330
2653801,330,2597,BIRC3,GAPDH,0,1,2597 :: 330
2653846,330,5213,BIRC3,PFKM,0,1,330 :: 5213
2653866,330,226,BIRC3,ALDOA,0,1,226 :: 330
2654217,6780,3099,STAU1,HK2,0,1,3099 :: 6780
2654362,6780,5518,STAU1,PPP2R1A,0,1,5518 :: 6780
2654735,55716,5518,LMBR1L,PPP2R1A,0,1,5518 :: 55716
2654881,55716,5528,LMBR1L,PPP2R5D,0,1,5528 :: 55716
2655054,55716,5214,LMBR1L,PFKP,0,1,5214 :: 55716
2655513,55716,3099,LMBR1L,HK2,0,1,3099 :: 55716
2655928,4799,226,NFX1,ALDOA,0,1,226 :: 4799
2655994,4799,5315,NFX1,PKM,0,1,4799 :: 5315
2657864,29117,2023,BRD7,ENO1,0,1,2023 :: 29117
2658064,29117,2026,BRD7,ENO2,0,1,2026 :: 29117
2658118,29117,5214,BRD7,PFKP,0,1,29117 :: 5214
2658159,29117,5315,BRD7,PKM,0,1,29117 :: 5315
2658924,7316,5315,UBC,PKM,0,1,5315 :: 7316
2658982,7316,5213,UBC,PFKM,0,1,5213 :: 7316
2658983,7316,5214,UBC,PFKP,0,1,5214 :: 7316
2659122,7157,26330,TP53,GAPDHS,0,1,26330 :: 7157
2659844,1488,2597,CTBP2,GAPDH,0,1,1488 :: 2597
2659848,1488,3099,CTBP2,HK2,0,1,1488 :: 3099
2690043,10155,3098,TRIM28,HK1,0,1,10155 :: 3098
2690102,10155,5214,TRIM28,PFKP,0,1,10155 :: 5214
2690161,10155,5516,TRIM28,PPP2CB,0,1,10155 :: 5516
2690246,10155,5315,TRIM28,PKM,0,1,10155 :: 5315
2690268,7534,5208,YWHAZ,PFKFB2,0,1,5208 :: 7534
2690473,8878,5518,SQSTM1,PPP2R1A,0,1,5518 :: 8878
2690601,6310,5518,ATXN1,PPP2R1A,0,1,5518 :: 6310
2690645,3064,226,HTT,ALDOA,0,1,226 :: 3064
2691221,5478,2597,PPIA,GAPDH,0,1,2597 :: 5478
2691469,83639,5211,TEX101,PFKL,0,1,5211 :: 83639
2691487,83639,5518,TEX101,PPP2R1A,0,1,5518 :: 83639
2691497,83639,2597,TEX101,GAPDH,0,1,2597 :: 83639
2691554,83639,5223,TEX101,PGAM1,0,1,5223 :: 83639
2691571,83639,230,TEX101,ALDOC,0,1,230 :: 83639
2691621,83639,3098,TEX101,HK1,0,1,3098 :: 83639
2692145,2033,5518,EP300,PPP2R1A,0,1,2033 :: 5518
2692338,27161,226,AGO2,ALDOA,0,1,226 :: 27161
2692340,27161,2597,AGO2,GAPDH,0,1,2597 :: 27161
2692349,27161,2027,AGO2,ENO3,0,1,2027 :: 27161
2693006,120892,5223,LRRK2,PGAM1,0,1,120892 :: 5223
2693008,120892,5515,LRRK2,PPP2CA,0,1,120892 :: 5515
2693043,120892,7167,LRRK2,TPI1,0,1,120892 :: 7167
2693060,120892,2023,LRRK2,ENO1,0,1,120892 :: 2023
2693188,120892,226,LRRK2,ALDOA,0,1,120892 :: 226
2697822,23294,230,ANKS1A,ALDOC,0,1,230 :: 23294
2698373,5214,10204,PFKP,NUTF2,1,0,10204 :: 5214
2698622,5526,5518,PPP2R5B,PPP2R1A,0,1,5518 :: 5526
2702854,83719,5515,YPEL3,PPP2CA,0,1,5515 :: 83719
2703829,8697,5210,CDC23,PFKFB4,0,1,5210 :: 8697
2707518,84056,5224,KATNAL1,PGAM2,0,1,5224 :: 84056
2708580,23087,5515,TRIM35,PPP2CA,0,1,23087 :: 5515
2710074,5518,23589,PPP2R1A,CARHSP1,1,0,23589 :: 5518
2710075,5518,100132565,PPP2R1A,GOLGA8F,1,0,100132565 :: 5518
2710076,5518,286151,PPP2R1A,FBXO43,1,0,286151 :: 5518
2710077,5518,342096,PPP2R1A,GOLGA6A,1,0,342096 :: 5518
2710320,26330,116225,GAPDHS,ZMYND19,1,0,116225 :: 26330
2711399,4223,3101,MEOX2,HK3,0,1,3101 :: 4223
2711833,2645,388333,GCK,SPDYE4,1,0,2645 :: 388333
2714877,5528,143241,PPP2R5D,DYDC1,1,0,143241 :: 5528
2715055,5515,8192,PPP2CA,CLPP,1,0,5515 :: 8192
2715056,5515,55833,PPP2CA,UBAP2,1,0,5515 :: 55833
2715057,5515,84456,PPP2CA,L3MBTL3,1,0,5515 :: 84456
2715534,5210,79839,PFKFB4,CCDC102B,1,0,5210 :: 79839
2715536,5210,122769,PFKFB4,LRR1,1,0,122769 :: 5210
2720018,222643,5223,UNC5CL,PGAM1,0,1,222643 :: 5223
2729060,5313,27132,PKLR,CPNE7,1,0,27132 :: 5313
2729333,51143,5224,DYNC1LI1,PGAM2,0,1,51143 :: 5224
2730002,134829,5224,CLVS2,PGAM2,0,1,134829 :: 5224
2747190,23363,5210,OBSL1,PFKFB4,0,1,23363 :: 5210
2747422,23113,5208,CUL9,PFKFB2,0,1,23113 :: 5208
2747624,9820,5208,CUL7,PFKFB2,0,1,5208 :: 9820
2748231,57664,226,PLEKHA4,ALDOA,0,1,226 :: 57664
2748436,57664,2023,PLEKHA4,ENO1,0,1,2023 :: 57664
2748437,57664,2027,PLEKHA4,ENO3,0,1,2027 :: 57664
2748481,57664,2597,PLEKHA4,GAPDH,0,1,2597 :: 57664
2748504,57664,2821,PLEKHA4,GPI,0,1,2821 :: 57664
2748541,57664,3098,PLEKHA4,HK1,0,1,3098 :: 57664
2748542,57664,3099,PLEKHA4,HK2,0,1,3099 :: 57664
2748782,57664,5211,PLEKHA4,PFKL,0,1,5211 :: 57664
2748783,57664,5213,PLEKHA4,PFKM,0,1,5213 :: 57664
2748784,57664,5214,PLEKHA4,PFKP,0,1,5214 :: 57664
2748787,57664,5223,PLEKHA4,PGAM1,0,1,5223 :: 57664
2748802,57664,5315,PLEKHA4,PKM,0,1,5315 :: 57664
2748840,57664,5515,PLEKHA4,PPP2CA,0,1,5515 :: 57664
2748841,57664,5516,PLEKHA4,PPP2CB,0,1,5516 :: 57664
2748842,57664,5518,PLEKHA4,PPP2R1A,0,1,5518 :: 57664
2748846,57664,5528,PLEKHA4,PPP2R5D,0,1,5528 :: 57664
2752467,65018,2597,PINK1,GAPDH,0,1,2597 :: 65018
2752475,65018,2023,PINK1,ENO1,0,1,2023 :: 65018
2752485,65018,5315,PINK1,PKM,0,1,5315 :: 65018
2752545,65018,226,PINK1,ALDOA,0,1,226 :: 65018
2752667,65018,2821,PINK1,GPI,0,1,2821 :: 65018
2752674,65018,5518,PINK1,PPP2R1A,0,1,5518 :: 65018
2752740,65018,7167,PINK1,TPI1,0,1,65018 :: 7167
2753053,10413,226,YAP1,ALDOA,0,1,10413 :: 226
2753092,10413,2026,YAP1,ENO2,0,1,10413 :: 2026
2753093,10413,2027,YAP1,ENO3,0,1,10413 :: 2027
2753099,10413,2597,YAP1,GAPDH,0,1,10413 :: 2597
2753118,10413,2821,YAP1,GPI,0,1,10413 :: 2821
2753201,10413,5223,YAP1,PGAM1,0,1,10413 :: 5223
2753206,10413,5313,YAP1,PKLR,0,1,10413 :: 5313
2753207,10413,5315,YAP1,PKM,0,1,10413 :: 5315
2753289,10413,7167,YAP1,TPI1,0,1,10413 :: 7167
2753341,7024,226,TFCP2,ALDOA,0,1,226 :: 7024
2753379,7024,2023,TFCP2,ENO1,0,1,2023 :: 7024
2753380,7024,2026,TFCP2,ENO2,0,1,2026 :: 7024
2753381,7024,2027,TFCP2,ENO3,0,1,2027 :: 7024
2753387,7024,2597,TFCP2,GAPDH,0,1,2597 :: 7024
2753406,7024,2821,TFCP2,GPI,0,1,2821 :: 7024
2753489,7024,5223,TFCP2,PGAM1,0,1,5223 :: 7024
2753494,7024,5313,TFCP2,PKLR,0,1,5313 :: 7024
2753495,7024,5315,TFCP2,PKM,0,1,5315 :: 7024
2753577,7024,7167,TFCP2,TPI1,0,1,7024 :: 7167
2754023,90268,3099,OTULIN,HK2,0,1,3099 :: 90268
2754048,2177,226,FANCD2,ALDOA,0,1,2177 :: 226
2754104,2177,2023,FANCD2,ENO1,0,1,2023 :: 2177
2754117,2177,2597,FANCD2,GAPDH,0,1,2177 :: 2597
2754243,2177,5315,FANCD2,PKM,0,1,2177 :: 5315
2754406,2177,7167,FANCD2,TPI1,0,1,2177 :: 7167
2756639,58157,2026,NGB,ENO2,0,1,2026 :: 58157
2756656,58157,226,NGB,ALDOA,0,1,226 :: 58157
2756679,58157,2821,NGB,GPI,0,1,2821 :: 58157
2756711,8881,5515,CDC16,PPP2CA,0,1,5515 :: 8881
2756712,150223,5515,YDJC,PPP2CA,0,1,150223 :: 5515
2756849,374354,230,NHLRC2,ALDOC,0,1,230 :: 374354
2756893,374354,5211,NHLRC2,PFKL,0,1,374354 :: 5211
2757636,2022,5224,ENG,PGAM2,0,1,2022 :: 5224
2759033,5728,5515,PTEN,PPP2CA,0,1,5515 :: 5728
2766104,10133,3099,OPTN,HK2,0,1,10133 :: 3099
2766347,3070,5315,HELLS,PKM,0,1,3070 :: 5315
2766351,5315,7157,PKM,TP53,1,0,5315 :: 7157
2776351,8408,5315,ULK1,PKM,0,1,5315 :: 8408
2777106,124245,2023,ZC3H18,ENO1,0,1,124245 :: 2023
2777109,124245,2597,ZC3H18,GAPDH,0,1,124245 :: 2597
2777230,124245,5315,ZC3H18,PKM,0,1,124245 :: 5315
2777252,124245,226,ZC3H18,ALDOA,0,1,124245 :: 226
2777447,124245,5518,ZC3H18,PPP2R1A,0,1,124245 :: 5518
2777467,124245,7167,ZC3H18,TPI1,0,1,124245 :: 7167
2777686,572,5515,BAD,PPP2CA,0,1,5515 :: 572
2777691,572,5519,BAD,PPP2R1B,0,1,5519 :: 572
2777692,572,5518,BAD,PPP2R1A,0,1,5518 :: 572
2778480,2260,5209,FGFR1,PFKFB3,0,1,2260 :: 5209
2778526,2268,7167,FGR,TPI1,0,1,2268 :: 7167
2778643,2887,5515,GRB10,PPP2CA,0,1,2887 :: 5515
2778645,2887,5518,GRB10,PPP2R1A,0,1,2887 :: 5518
2778706,2885,5315,GRB2,PKM,0,1,2885 :: 5315
2779074,5606,5516,MAP2K3,PPP2CB,0,1,5516 :: 5606
2779089,5606,5515,MAP2K3,PPP2CA,0,1,5515 :: 5606
2779091,5606,5518,MAP2K3,PPP2R1A,0,1,5518 :: 5606
2779708,5037,230,PEBP1,ALDOC,0,1,230 :: 5037
2779710,5037,5209,PEBP1,PFKFB3,0,1,5037 :: 5209
2780471,5801,5209,PTPRR,PFKFB3,0,1,5209 :: 5801
2780770,5879,7167,RAC1,TPI1,0,1,5879 :: 7167
2780899,10928,5209,RALBP1,PFKFB3,0,1,10928 :: 5209
2781560,8036,230,SHOC2,ALDOC,0,1,230 :: 8036
2782032,2064,226,ERBB2,ALDOA,0,1,2064 :: 226
2782063,2064,2597,ERBB2,GAPDH,0,1,2064 :: 2597
2782082,2064,5223,ERBB2,PGAM1,0,1,2064 :: 5223
2782128,2064,230,ERBB2,ALDOC,0,1,2064 :: 230
2782150,2065,226,ERBB3,ALDOA,0,1,2065 :: 226
2782208,2066,226,ERBB4,ALDOA,0,1,2066 :: 226
2782235,23065,226,EMC1,ALDOA,0,1,226 :: 23065
2782280,23065,2597,EMC1,GAPDH,0,1,23065 :: 2597
2782285,23065,2821,EMC1,GPI,0,1,23065 :: 2821
2782319,23065,5223,EMC1,PGAM1,0,1,23065 :: 5223
2782322,23065,5315,EMC1,PKM,0,1,23065 :: 5315
2782351,23065,7167,EMC1,TPI1,0,1,23065 :: 7167
2782489,9694,2023,EMC2,ENO1,0,1,2023 :: 9694
2782495,9694,2597,EMC2,GAPDH,0,1,2597 :: 9694
2782498,9694,2821,EMC2,GPI,0,1,2821 :: 9694
2782523,9694,5213,EMC2,PFKM,0,1,5213 :: 9694
2782528,9694,5315,EMC2,PKM,0,1,5315 :: 9694
2782669,51234,2023,EMC4,ENO1,0,1,2023 :: 51234
2782686,51234,2597,EMC4,GAPDH,0,1,2597 :: 51234
2782707,51234,5315,EMC4,PKM,0,1,51234 :: 5315
2782731,51234,3099,EMC4,HK2,0,1,3099 :: 51234
2782761,51234,226,EMC4,ALDOA,0,1,226 :: 51234
2782764,51234,5223,EMC4,PGAM1,0,1,51234 :: 5223
2783365,101060200,2597,ZNF891,GAPDH,0,1,101060200 :: 2597
2783459,9726,2597,ZNF646,GAPDH,0,1,2597 :: 9726
2783554,4712,2597,NDUFB6,GAPDH,0,1,2597 :: 4712
2783590,2597,26147,GAPDH,PHF19,1,0,2597 :: 26147
2783622,2023,6642,ENO1,SNX1,1,0,2023 :: 6642
2783799,3098,51773,HK1,RSF1,1,0,3098 :: 51773
2783800,3098,1768,HK1,DNAH6,1,0,1768 :: 3098
2784584,2597,168374,GAPDH,ZNF92,1,0,168374 :: 2597
2784585,2597,9696,GAPDH,CROCC,1,0,2597 :: 9696
2784586,2597,390792,GAPDH,KRT39,1,0,2597 :: 390792
2784587,2597,9052,GAPDH,GPRC5A,1,0,2597 :: 9052
2784588,2597,7095,GAPDH,SEC62,1,0,2597 :: 7095
2784637,5034,5224,P4HB,PGAM2,0,1,5034 :: 5224
2784874,3098,1915,HK1,EEF1A1,1,0,1915 :: 3098
2785438,348801,2597,LNP1,GAPDH,0,1,2597 :: 348801
2785743,9576,2597,SPAG6,GAPDH,0,1,2597 :: 9576
2785799,6840,2597,SVIL,GAPDH,0,1,2597 :: 6840
2785841,2597,1020,GAPDH,CDK5,1,0,1020 :: 2597
2785842,2597,10146,GAPDH,G3BP1,1,0,10146 :: 2597
2785843,2597,84033,GAPDH,OBSCN,1,0,2597 :: 84033
2785844,2597,57616,GAPDH,TSHZ3,1,0,2597 :: 57616
2785845,2597,157313,GAPDH,CDCA2,1,0,157313 :: 2597
2786578,5516,28981,PPP2CB,IFT81,1,0,28981 :: 5516
2787235,10529,2597,NEBL,GAPDH,0,1,10529 :: 2597
2787255,2597,57122,GAPDH,NUP107,1,0,2597 :: 57122
2787281,2023,84263,ENO1,HSDL2,1,0,2023 :: 84263
2787645,2597,6508,GAPDH,SLC4A3,1,0,2597 :: 6508
2787646,2597,120935,GAPDH,CCDC38,1,0,120935 :: 2597
2788554,79753,2597,SNIP1,GAPDH,0,1,2597 :: 79753
2788720,79722,5518,ANKRD55,PPP2R1A,0,1,5518 :: 79722
2788851,79722,5315,ANKRD55,PKM,0,1,5315 :: 79722
2788879,79722,2597,ANKRD55,GAPDH,0,1,2597 :: 79722
2803989,2099,5211,ESR1,PFKL,0,1,2099 :: 5211
2804744,2099,5214,ESR1,PFKP,0,1,2099 :: 5214
2809712,6580,226,SLC22A1,ALDOA,0,1,226 :: 6580
2809928,9126,2023,SMC3,ENO1,0,1,2023 :: 9126
2809935,9126,2597,SMC3,GAPDH,0,1,2597 :: 9126
2809951,9126,7167,SMC3,TPI1,0,1,7167 :: 9126
2809983,10274,5315,STAG1,PKM,0,1,10274 :: 5315
2810297,25836,2597,NIPBL,GAPDH,0,1,25836 :: 2597
2810360,23383,2597,MAU2,GAPDH,0,1,23383 :: 2597
2810935,2023,3312,ENO1,HSPA8,1,0,2023 :: 3312
2810936,2023,7273,ENO1,TTN,1,0,2023 :: 7273
2810938,2023,7373,ENO1,COL14A1,1,0,2023 :: 7373
2810939,2023,3099,ENO1,HK2,1,1,2023 :: 3099
2810943,2023,57492,ENO1,ARID1B,1,0,2023 :: 57492
